,Price,Levy,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Airbags,Engine volume int,Turbo
247,15524,586,TOYOTA,2012,Hatchback,1,Hybrid,122324,4.0,Automatic,Front,04-May,0,7,1.8,0.0
248,17249,0,BMW,2007,Sedan,0,Petrol,111111,6.0,Tiptronic,Rear,04-May,0,10,3.0,0.0
250,862,333,FORD,2014,Sedan,0,Hybrid,186048,4.0,Automatic,Front,04-May,0,0,2.0,0.0
251,28909,831,HYUNDAI,2017,Sedan,0,Diesel,98000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
253,50,0,TOYOTA,2013,Sedan,1,Hybrid,130000,4.0,Automatic,Rear,04-May,1,0,1.5,0.0
254,14426,639,HYUNDAI,2014,Sedan,0,LPG,169024,4.0,Automatic,Front,04-May,0,4,2.0,0.0
255,9000,1325,VOLKSWAGEN,2011,Minivan,1,Petrol,126000,4.0,Automatic,Front,04-May,1,6,1.4,0.0
256,30734,1053,MERCEDES-BENZ,2014,Sedan,0,Diesel,200179,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
257,22580,779,TOYOTA,2013,Sedan,0,Petrol,156666,4.0,Automatic,Front,04-May,0,12,2.5,0.0
258,862,259,CHEVROLET,2014,Jeep,0,Hybrid,133195,4.0,Automatic,Front,04-May,0,0,1.4,0.0
259,7464,247,HONDA,2014,Hatchback,0,Hybrid,114950,4.0,Automatic,Front,04-May,0,4,1.3,0.0
260,1333,1091,FORD,2016,Sedan,0,Petrol,154850,4.0,Automatic,Front,04-May,0,12,2.5,0.0
261,59865,879,HYUNDAI,2019,Jeep,0,Diesel,13000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
262,49237,1342,TOYOTA,2017,Jeep,0,Petrol,94262,4.0,Automatic,Rear,04-May,0,12,2.7,0.0
263,68223,1327,HYUNDAI,2018,Universal,0,Diesel,27406,4.0,Automatic,Front,04-May,0,4,2.5,0.0
265,7683,0,NISSAN,2006,Sedan,0,CNG,200000,4.0,Variator,Front,04-May,0,2,1.8,0.0
266,22266,0,FORD,2013,Sedan,0,Petrol,85500,4.0,Automatic,Front,04-May,0,8,1.6,1.0
267,2430,1598,MERCEDES-BENZ,2008,Sedan,0,Diesel,175614,6.0,Automatic,Rear,04-May,0,12,3.0,0.0
268,282,333,FORD,2014,Sedan,0,Hybrid,0,4.0,Automatic,Front,04-May,0,0,2.0,0.0
269,392,629,NISSAN,2015,Jeep,0,Petrol,85944,4.0,Automatic,4x4,04-May,0,0,1.6,0.0
270,33556,765,MERCEDES-BENZ,2015,Sedan,0,Petrol,0,4.0,Automatic,Rear,04-May,0,12,2.0,0.0
271,39161,831,SSANGYONG,2017,Jeep,0,Diesel,73000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
272,16308,0,FORD,2008,Microbus,1,Diesel,180000,4.0,Manual,Front,04-May,0,2,2.2,0.0
273,17719,0,TOYOTA,2009,Sedan,0,Hybrid,92000,4.0,Tiptronic,Front,04-May,0,8,2.4,0.0
274,43278,1514,LEXUS,2011,Jeep,0,Petrol,160138,8.0,Automatic,4x4,04-May,0,0,4.6,0.0
275,470,1058,HYUNDAI,2012,Jeep,0,Petrol,197923,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
276,20385,738,CHEVROLET,2017,Sedan,1,Petrol,42000,4.0,Tiptronic,Front,>5,0,12,1.4,1.0
277,941,1935,TOYOTA,2016,Jeep,0,Petrol,254805,8.0,Automatic,4x4,04-May,0,12,4.6,0.0
278,49858,1077,HYUNDAI,2019,Jeep,0,Diesel,48000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
279,8781,0,NISSAN,1998,Minivan,0,Diesel,230000,4.0,Automatic,4x4,04-May,1,4,3.2,1.0
280,220,1055,MERCEDES-BENZ,2013,Sedan,0,Petrol,159250,6.0,Automatic,Rear,04-May,0,12,3.5,0.0
282,21326,0,MERCEDES-BENZ,2006,Sedan,0,Petrol,2000,8.0,Automatic,Rear,04-May,0,12,5.0,0.0
283,51075,1017,HYUNDAI,2017,Jeep,0,Diesel,40800,4.0,Automatic,Front,04-May,0,4,2.0,0.0
284,15241,707,HYUNDAI,2011,Coupe,0,Petrol,117492,4.0,Automatic,Front,04-May,0,4,2.0,0.0
285,2587,382,FORD,2015,Sedan,0,Hybrid,88795,4.0,Automatic,Front,04-May,0,0,2.0,0.0
286,15524,1347,HYUNDAI,2008,Minivan,0,Diesel,56769,4.0,Automatic,Front,04-May,0,4,2.5,0.0
287,27911,0,MERCEDES-BENZ,2014,Sedan,0,Petrol,70000,4.0,Tiptronic,Rear,04-May,0,8,1.8,1.0
288,4861,779,TOYOTA,2013,Sedan,0,Hybrid,136861,4.0,Automatic,Front,04-May,0,12,2.5,0.0
289,29793,0,MERCEDES-BENZ,2005,Sedan,0,Petrol,263000,4.0,Automatic,Rear,04-May,0,0,3.5,0.0
290,18208,531,HYUNDAI,2012,Sedan,0,Petrol,95665,4.0,Automatic,Front,04-May,0,4,1.6,0.0
291,549,481,HYUNDAI,2017,Sedan,0,Hybrid,107387,4.0,Automatic,Front,04-May,0,12,2.0,0.0
292,30,0,NISSAN,2006,Hatchback,1,Petrol,0,4.0,Automatic,Front,04-May,1,4,1.5,0.0
293,34497,779,TOYOTA,2013,Jeep,1,Petrol,65350,4.0,Tiptronic,Front,04-May,0,12,2.5,0.0
294,6272,1522,OPEL,2000,Goods wagon,1,Petrol,130000,4.0,Manual,Front,04-May,0,0,1.8,0.0
295,4924,1282,CHEVROLET,2007,Jeep,0,Diesel,183923,4.0,Automatic,Front,04-May,0,4,2.0,0.0
296,4704,0,OPEL,2000,Hatchback,1,Diesel,11111,4.0,Manual,Front,04-May,0,2,2.0,1.0
297,43576,1091,HYUNDAI,2016,Universal,0,Diesel,97129,4.0,Automatic,Front,04-May,0,4,2.5,0.0
298,7840,0,MERCEDES-BENZ,2001,Sedan,0,CNG,140000,4.0,Manual,Rear,04-May,0,4,2.0,0.0
299,28225,1079,TOYOTA,2018,Jeep,1,Petrol,24000,4.0,Automatic,Front,04-May,0,8,2.0,0.0
301,2352,0,MAZDA,1998,Hatchback,1,Petrol,300000,4.0,Manual,Front,04-May,0,2,1.5,0.0
302,18817,738,CHEVROLET,2017,Hatchback,0,Petrol,29094,4.0,Automatic,Front,04-May,0,0,1.4,0.0
303,4861,382,FORD,2015,Sedan,0,Hybrid,148709,4.0,Automatic,Front,04-May,0,12,2.0,0.0
304,13172,1399,LEXUS,2010,Jeep,0,Hybrid,186005,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
305,37320,1055,MERCEDES-BENZ,2013,Sedan,0,Petrol,156800,4.0,Tiptronic,4x4,04-May,0,12,3.5,0.0
306,706,1017,FORD,2017,Jeep,0,Petrol,251430,4.0,Automatic,Front,04-May,0,12,2.0,0.0
307,39201,456,TOYOTA,2015,Sedan,0,Hybrid,35000,4.0,Automatic,Front,04-May,0,10,2.5,0.0
308,36426,880,HYUNDAI,2018,Sedan,0,LPG,35643,4.0,Automatic,Front,04-May,0,4,1.6,0.0
309,8467,0,HONDA,2006,Hatchback,1,Petrol,250000,4.0,Manual,Front,04-May,1,4,1.8,0.0
310,7840,0,MERCEDES-BENZ,2000,Coupe,0,Petrol,255000,6.0,Tiptronic,Rear,02-Mar,0,4,3.2,0.0
311,12701,900,HONDA,2015,Jeep,0,Petrol,117158,4.0,Automatic,Front,04-May,0,12,2.4,0.0
312,8154,781,SUBARU,2012,Jeep,0,Petrol,281659,4.0,Automatic,4x4,04-May,0,0,2.5,0.0
313,46414,456,TOYOTA,2015,Sedan,0,Hybrid,63645,4.0,Tiptronic,Front,04-May,0,12,2.5,0.0
314,45160,798,MERCEDES-BENZ,2015,Jeep,0,Diesel,197338,4.0,Automatic,4x4,04-May,0,12,2.1,0.0
315,100,0,BMW,2007,Cabriolet,0,Petrol,1123,6.0,Tiptronic,4x4,02-Mar,0,12,3.0,0.0
317,1176,639,MITSUBISHI,2014,Hatchback,0,Petrol,136634,4.0,Automatic,Front,04-May,0,12,2.0,0.0
318,12231,0,HYUNDAI,2013,Coupe,1,Petrol,77000,6.0,Manual,Front,02-Mar,0,0,1.8,0.0
319,5802,988,TOYOTA,2007,Hatchback,0,Hybrid,140000,4.0,Variator,Front,04-May,0,12,1.5,0.0
320,2901,1277,HYUNDAI,2018,Sedan,0,Petrol,45494,4.0,Automatic,Front,04-May,0,12,2.4,0.0
321,1882,442,TOYOTA,2017,Sedan,0,Hybrid,47672,4.0,Automatic,Front,04-May,0,12,1.8,0.0
323,11290,0,HONDA,2013,Sedan,1,Hybrid,145000,4.0,Automatic,Front,04-May,1,8,1.3,0.0
324,6586,0,BMW,1997,Sedan,1,LPG,270000,4.0,Manual,Rear,04-May,0,2,1.8,0.0
325,14426,0,TOYOTA,2006,Sedan,0,Hybrid,188800,4.0,Variator,Front,04-May,0,8,2.4,0.0
326,36065,1051,MITSUBISHI,2016,Jeep,0,Petrol,39000,4.0,Variator,Front,04-May,0,12,2.4,0.0
327,27284,0,TOYOTA,2014,Sedan,0,Petrol,52000,4.0,Tiptronic,Front,04-May,0,12,2.5,0.0
328,21639,1091,SUBARU,2016,Jeep,1,Petrol,34000,4.0,Variator,4x4,04-May,0,7,2.5,0.0
329,7840,790,HYUNDAI,2009,Hatchback,0,Petrol,140000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
330,7840,0,MERCEDES-BENZ,1998,Sedan,1,CNG,180003,4.0,Manual,Rear,04-May,0,4,2.0,0.0
332,1646,1292,MERCEDES-BENZ,2016,Jeep,0,Petrol,59099,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
333,24198,640,HYUNDAI,2013,Jeep,0,Diesel,124000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
334,25365,502,HONDA,2013,Hatchback,0,Petrol,34682,4.0,Automatic,Front,04-May,0,4,1.5,0.0
335,1725,777,CHEVROLET,2014,Sedan,0,Petrol,310061,4.0,Automatic,Front,04-May,0,12,2.5,0.0
336,314,1399,ACURA,2010,Sedan,0,Petrol,162453,6.0,Automatic,Front,04-May,0,12,3.5,0.0
337,17249,586,TOYOTA,2012,Sedan,1,Hybrid,22400,4.0,Automatic,Front,04-May,0,8,1.8,0.0
338,470,1399,MERCEDES-BENZ,2010,Sedan,0,Petrol,229904,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
339,31361,639,HYUNDAI,2014,Sedan,0,Petrol,62000,4.0,Tiptronic,Front,04-May,0,12,2.0,1.0
340,4704,1047,HYUNDAI,2007,Sedan,0,Diesel,54279,4.0,Automatic,Front,04-May,0,4,1.6,0.0
341,12720,645,CHEVROLET,2011,Sedan,0,Petrol,135759,4.0,Automatic,Front,04-May,0,4,1.8,0.0
342,26372,640,HYUNDAI,2013,Jeep,0,Diesel,120534,4.0,Automatic,Front,04-May,0,4,2.0,0.0
343,13485,0,BMW,2003,Jeep,0,LPG,189000,6.0,Tiptronic,4x4,04-May,1,10,3.0,0.0
344,25591,528,HYUNDAI,2014,Sedan,0,Petrol,140000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
345,6429,1211,MERCEDES-BENZ,2010,Sedan,0,Petrol,108517,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
346,251,1493,LEXUS,2016,Jeep,0,Petrol,107030,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
348,13172,1793,MERCEDES-BENZ,2011,Sedan,0,Diesel,325811,8.0,Automatic,4x4,04-May,0,12,5.5,0.0
349,627,1077,TOYOTA,2019,Jeep,0,Petrol,24339,4.0,Automatic,Front,04-May,0,12,2.0,0.0
350,8097,790,DAEWOO,2009,Sedan,0,Petrol,130000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
352,18503,0,HYUNDAI,2012,Sedan,1,Hybrid,280480,4.0,Automatic,Front,04-May,0,9,2.0,0.0
353,12231,574,HONDA,2010,Sedan,1,Hybrid,150000,4.0,Variator,Front,04-May,0,12,1.3,0.0
354,40,0,HONDA,2002,Hatchback,1,Petrol,135000,4.0,Variator,Front,04-May,1,4,1.3,0.0
355,17054,862,HYUNDAI,2011,Universal,0,Diesel,237853,4.0,Automatic,Front,04-May,0,4,2.5,0.0
356,5300,0,HONDA,2001,Universal,1,Petrol,111000,4.0,Automatic,Front,04-May,1,6,2.0,0.0
357,9565,765,HYUNDAI,2015,Sedan,0,LPG,42000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
358,24302,765,CHEVROLET,2015,Sedan,0,Diesel,60618,4.0,Automatic,Front,04-May,0,4,2.0,0.0
359,18817,0,TOYOTA,2009,Sedan,0,Petrol,230400,4.0,Automatic,Front,04-May,0,12,2.4,0.0
360,1960,777,NISSAN,2014,Sedan,0,Petrol,127918,4.0,Automatic,Front,04-May,0,12,2.5,0.0
361,17249,1051,HYUNDAI,2016,Sedan,1,Petrol,77000,4.0,Tiptronic,Front,04-May,0,10,2.4,0.0
362,15530,891,HYUNDAI,2016,Sedan,0,LPG,280016,4.0,Automatic,Front,04-May,0,4,2.0,0.0
363,11290,891,HYUNDAI,2016,Sedan,0,LPG,270874,4.0,Automatic,Front,04-May,0,4,2.0,0.0
364,24148,0,TOYOTA,2013,Hatchback,1,Hybrid,118000,4.0,Automatic,Front,04-May,0,12,1.8,0.0
365,10036,639,HYUNDAI,2014,Sedan,0,LPG,362868,4.0,Automatic,Front,04-May,0,4,2.0,0.0
366,18817,697,HYUNDAI,2015,Sedan,1,Petrol,85000,4.0,Tiptronic,Front,04-May,0,12,1.8,0.0
367,10349,308,LEXUS,2014,Hatchback,0,Hybrid,132563,4.0,Automatic,Front,04-May,0,0,1.8,0.0
368,549,1399,LEXUS,2010,Jeep,0,Petrol,138211,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
369,9252,765,HYUNDAI,2015,Sedan,0,LPG,391625,4.0,Automatic,Front,04-May,0,4,2.0,0.0
370,55823,930,HYUNDAI,2018,Jeep,0,Diesel,38577,4.0,Automatic,Front,04-May,0,4,1.7,0.0
371,25089,0,TOYOTA,2013,Sedan,0,Petrol,132800,6.0,Tiptronic,Rear,04-May,0,12,2.5,0.0
372,18669,862,HYUNDAI,2011,Minivan,0,Diesel,52686,4.0,Automatic,Front,04-May,0,4,2.5,0.0
373,941,1058,LEXUS,2012,Jeep,0,Hybrid,232357,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
374,15053,1998,FORD,2001,Microbus,1,Diesel,253206,4.0,Manual,Rear,04-May,0,2,2.4,0.0
375,10660,271,HONDA,2014,Hatchback,0,Hybrid,76525,4.0,Automatic,Front,04-May,0,4,1.5,0.0
376,37000,891,HYUNDAI,2016,Jeep,0,Diesel,80000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
377,18826,707,SSANGYONG,2011,Jeep,0,Diesel,186412,4.0,Automatic,Front,04-May,0,4,2.0,0.0
378,14583,1172,MERCEDES-BENZ,2011,Sedan,0,Diesel,230696,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
379,21012,0,MERCEDES-BENZ,2007,Minivan,1,Diesel,285000,4.0,Manual,Rear,04-May,0,4,2.2,1.0
381,18826,836,SSANGYONG,2010,Jeep,0,Diesel,120000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
382,22649,707,HYUNDAI,2011,Jeep,0,Diesel,142000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
383,16590,862,HYUNDAI,2011,Minivan,0,Diesel,42415,4.0,Automatic,Front,04-May,0,4,2.5,0.0
384,31988,394,TOYOTA,2014,Sedan,1,Hybrid,51000,4.0,Automatic,Front,04-May,0,12,2.5,0.0
385,8624,966,DAEWOO,2009,Sedan,0,Petrol,19999,4.0,Automatic,Front,04-May,0,4,2.0,0.0
386,21012,456,TOYOTA,2015,Sedan,1,Hybrid,89000,4.0,Variator,Front,04-May,0,0,2.5,0.0
387,10663,1266,HONDA,2014,Hatchback,1,Hybrid,114000,4.0,Automatic,Front,04-May,1,8,1.5,0.0
388,220,1053,MERCEDES-BENZ,2014,Sedan,0,Diesel,95987,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
389,13485,1481,VOLKSWAGEN,2006,Hatchback,1,Petrol,161000,4.0,Manual,Front,04-May,0,8,2.0,1.0
390,5331,0,MITSUBISHI,2003,Hatchback,1,Petrol,241589,4.0,Variator,Front,04-May,1,5,1.3,0.0
391,7370,0,OPEL,2000,Minivan,1,Petrol,260000,4.0,Manual,Front,04-May,0,6,1.8,0.0
392,11900,1677,FORD,2003,Microbus,0,Diesel,195000,6.0,Manual,Front,02-Mar,0,4,2.0,1.0
393,17249,697,VOLKSWAGEN,2015,Sedan,0,Petrol,55000,4.0,Tiptronic,Front,04-May,0,10,1.8,1.0
395,17876,1661,FORD,2013,Hatchback,0,Hybrid,120000,4.0,Tiptronic,Front,04-May,1,10,2.0,0.0
396,11604,0,HONDA,2010,Hatchback,1,Hybrid,157000,4.0,Tiptronic,Front,04-May,1,2,1.3,0.0
397,13799,0,BMW,2005,Sedan,0,Petrol,240000,8.0,Tiptronic,Rear,04-May,0,12,4.8,0.0
398,40769,1249,TOYOTA,2017,Jeep,1,Petrol,76000,4.0,Tiptronic,4x4,04-May,0,12,2.5,0.0
399,7997,1850,LEXUS,2008,Jeep,0,Hybrid,244731,6.0,Automatic,Front,04-May,0,12,3.5,0.0
401,14113,862,VOLKSWAGEN,2011,Sedan,0,Petrol,156800,4.0,Automatic,Front,04-May,0,12,2.5,0.0
402,11917,0,HONDA,2011,Hatchback,1,Hybrid,188000,4.0,Automatic,Front,04-May,1,8,1.3,0.0
403,12777,640,HYUNDAI,2013,Sedan,0,Petrol,162558,4.0,Automatic,Front,04-May,0,4,2.0,0.0
404,18817,0,TOYOTA,2013,Hatchback,1,Hybrid,130000,4.0,Automatic,Front,04-May,0,12,1.5,0.0
405,23521,781,TOYOTA,2012,Sedan,0,Hybrid,83000,4.0,Variator,Front,04-May,0,10,2.5,0.0
406,22580,1286,AUDI,2010,Jeep,0,Petrol,150400,6.0,Tiptronic,4x4,04-May,0,7,3.2,0.0
407,392,690,LEXUS,2016,Jeep,0,Hybrid,27038,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
408,12544,645,TOYOTA,2011,Hatchback,1,Hybrid,284678,4.0,Automatic,Front,04-May,0,12,1.8,0.0
409,9722,473,CHEVROLET,2014,Sedan,1,Petrol,121000,4.0,Tiptronic,Front,04-May,0,10,1.4,1.0
410,3450,831,HYUNDAI,2011,Sedan,0,Hybrid,224349,4.0,Automatic,Front,04-May,0,0,2.4,0.0
411,1882,308,TOYOTA,2014,Hatchback,0,Hybrid,263392,4.0,Automatic,Front,04-May,0,12,1.8,0.0
412,15991,1408,FORD,2007,Microbus,1,Diesel,280000,4.0,Manual,Front,04-May,0,2,2.2,1.0
413,11133,394,TOYOTA,2014,Sedan,0,Hybrid,179381,4.0,Automatic,Front,04-May,0,12,2.5,0.0
414,94,1017,HYUNDAI,2017,Jeep,0,Petrol,284251,4.0,Automatic,Front,04-May,0,12,2.0,0.0
415,34184,1058,MERCEDES-BENZ,2012,Sedan,0,Petrol,133000,6.0,Automatic,Rear,04-May,0,12,3.5,0.0
416,21169,781,CHEVROLET,2018,Sedan,1,Petrol,25304,4.0,Automatic,Front,04-May,0,8,1.4,1.0
417,7495,1090,CHEVROLET,2008,Jeep,0,Diesel,71486,4.0,Automatic,Front,04-May,0,4,2.0,0.0
418,4861,645,LEXUS,2011,Hatchback,0,Hybrid,95590,4.0,Automatic,Front,04-May,0,12,1.8,0.0
419,13485,765,HYUNDAI,2015,Sedan,0,LPG,72369,4.0,Automatic,Front,04-May,0,4,2.0,0.0
421,20005,531,HYUNDAI,2012,Sedan,0,Petrol,147718,4.0,Automatic,Front,04-May,0,4,1.6,0.0
422,3000,0,SUBARU,2003,Goods wagon,1,Petrol,1000,6.0,Tiptronic,4x4,04-May,1,6,2.5,0.0
423,11917,0,TOYOTA,2007,Sedan,1,Hybrid,200000,4.0,Variator,Front,04-May,0,12,2.4,0.0
425,627,586,LEXUS,2012,Hatchback,0,Hybrid,192683,4.0,Automatic,Front,04-May,0,0,1.8,0.0
426,12570,761,CHEVROLET,2010,Sedan,0,Petrol,152293,4.0,Automatic,Front,04-May,0,4,1.8,0.0
429,6899,0,MERCEDES-BENZ,1997,Sedan,1,CNG,0,4.0,Manual,Front,04-May,0,4,1.8,0.0
430,14009,595,TOYOTA,2015,Hatchback,0,Petrol,137350,4.0,Automatic,Front,04-May,0,4,1.5,0.0
431,392,1514,LEXUS,2011,Sedan,0,Petrol,202048,8.0,Automatic,4x4,04-May,0,0,4.6,0.0
432,8311,891,MERCEDES-BENZ,2016,Jeep,0,Petrol,109555,4.0,Automatic,Front,04-May,0,0,2.0,0.0
433,23521,0,TOYOTA,2014,Sedan,1,Petrol,40000,4.0,Automatic,Front,04-May,0,16,1.8,0.0
434,25716,891,FORD,2016,Sedan,0,Petrol,65000,4.0,Tiptronic,Front,04-May,0,12,2.0,1.0
435,21730,831,HYUNDAI,2017,Sedan,0,LPG,32510,4.0,Automatic,Front,04-May,0,4,1.6,0.0
437,19369,707,HYUNDAI,2011,Coupe,0,Petrol,153651,4.0,Automatic,Front,04-May,0,4,2.0,0.0
438,12544,0,SUZUKI,2000,Jeep,1,Petrol,125000,4.0,Manual,4x4,02-Mar,0,4,1.3,0.0
439,25299,642,HYUNDAI,2012,Jeep,0,Diesel,160000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
440,7213,880,CHEVROLET,2018,Sedan,0,Diesel,28515,4.0,Automatic,Front,04-May,0,12,1.6,0.0
441,6899,531,CHEVROLET,2012,Hatchback,0,Petrol,94923,4.0,Automatic,Front,04-May,0,4,1.6,0.0
442,8154,1451,BMW,2011,Jeep,0,Petrol,147677,8.0,Automatic,4x4,04-May,0,12,4.4,0.0
443,18817,0,TOYOTA,2011,Sedan,0,Hybrid,160000,4.0,Tiptronic,Front,04-May,0,12,1.8,0.0
444,61499,1077,HYUNDAI,2019,Jeep,0,Diesel,1217,4.0,Automatic,Front,04-May,0,4,2.0,0.0
445,17249,0,TOYOTA,2010,Sedan,1,Hybrid,256000,6.0,Automatic,Front,04-May,0,1,1.8,0.0
446,9879,1267,TOYOTA,2013,Hatchback,1,Hybrid,137000,4.0,Automatic,Front,04-May,1,6,1.5,0.0
448,17249,0,TOYOTA,2011,Hatchback,1,Hybrid,141000,4.0,Automatic,Front,04-May,0,6,1.8,0.0
449,51225,1017,HYUNDAI,2017,Sedan,0,Petrol,58414,4.0,Automatic,Front,04-May,0,4,2.0,0.0
450,49798,765,HYUNDAI,2015,Jeep,0,Diesel,93555,4.0,Automatic,Front,04-May,0,4,2.0,0.0
451,17249,585,HYUNDAI,2013,Sedan,0,Petrol,64800,4.0,Tiptronic,Front,04-May,0,12,1.8,0.0
452,29166,0,FORD,2014,Jeep,0,Petrol,127000,4.0,Tiptronic,4x4,04-May,0,8,2.0,1.0
453,188,765,MERCEDES-BENZ,2015,Jeep,0,Petrol,69555,4.0,Automatic,Front,04-May,0,12,2.0,0.0
458,392,751,KIA,2013,Sedan,0,Hybrid,0,4.0,Automatic,Front,04-May,0,12,2.4,0.0
459,627,1079,HYUNDAI,2018,Sedan,0,Petrol,47294,4.0,Automatic,Front,04-May,0,12,2.0,0.0
460,2274,247,HONDA,2014,Hatchback,0,Hybrid,149970,4.0,Automatic,Front,04-May,0,0,1.3,0.0
461,19444,0,VOLKSWAGEN,2015,Sedan,0,Petrol,102400,4.0,Automatic,Front,04-May,0,8,1.8,1.0
462,43592,1714,MERCEDES-BENZ,2017,Jeep,0,Petrol,39814,6.0,Automatic,Rear,04-May,0,0,3.5,0.0
463,15367,878,TOYOTA,2009,Hatchback,1,Hybrid,174000,4.0,Variator,Front,04-May,0,8,1.8,0.0
464,4861,1055,TOYOTA,2013,Jeep,0,Petrol,125605,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
465,14113,0,HONDA,2013,Universal,1,Hybrid,150000,4.0,Automatic,Front,04-May,1,4,1.3,0.0
466,13564,642,CHEVROLET,2012,Jeep,0,Diesel,228570,4.0,Automatic,Front,04-May,0,4,2.0,0.0
467,17876,642,FORD,2012,Hatchback,1,Hybrid,128205,4.0,Automatic,Front,04-May,0,10,2.0,0.0
468,10349,0,MERCEDES-BENZ,2002,Sedan,0,Petrol,2000,6.0,Tiptronic,Rear,04-May,0,12,2.4,0.0
469,15000,0,SUBARU,2008,Sedan,1,Petrol,138000,6.0,Tiptronic,4x4,04-May,0,8,3.0,0.0
470,12544,0,MERCEDES-BENZ,2004,Sedan,0,Petrol,205500,6.0,Tiptronic,Rear,04-May,1,8,3.2,0.0
471,5600,0,BMW,1996,Sedan,1,Petrol,1000,4.0,Manual,Rear,04-May,0,2,1.8,0.0
472,14583,919,BMW,2012,Jeep,0,Diesel,229966,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
473,36827,1249,HYUNDAI,2017,Universal,0,Diesel,137000,4.0,Automatic,Front,04-May,0,4,2.5,0.0
474,21639,1172,TOYOTA,2011,Sedan,0,Hybrid,368064,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
476,14113,0,NISSAN,2003,Minivan,1,LPG,155000,6.0,Tiptronic,4x4,04-May,1,4,3.5,0.0
477,40340,730,SSANGYONG,2016,Jeep,0,Diesel,59272,4.0,Automatic,Front,04-May,0,4,1.6,0.0
478,10976,503,HONDA,2012,Hatchback,1,Petrol,216000,4.0,Tiptronic,Front,04-May,0,12,1.5,0.0
479,25089,919,MERCEDES-BENZ,2012,Sedan,0,Petrol,86000,6.0,Tiptronic,4x4,04-May,0,12,3.0,0.0
480,300,0,TOYOTA,2019,Jeep,0,Petrol,120,4.0,Automatic,4x4,04-May,0,10,2.7,0.0
481,18688,707,HYUNDAI,2011,Jeep,0,Diesel,143166,4.0,Automatic,Front,04-May,0,4,2.0,0.0
482,69935,1646,LEXUS,2015,Jeep,0,Petrol,273493,8.0,Automatic,4x4,04-May,0,0,4.6,0.0
483,28830,629,HYUNDAI,2015,Sedan,0,Petrol,68243,4.0,Automatic,Front,04-May,0,4,1.6,0.0
484,42337,0,LEXUS,2006,Jeep,0,CNG,180000,8.0,Automatic,4x4,04-May,0,0,4.7,0.0
485,23834,697,FORD,2012,Microbus,1,Diesel,141000,4.0,Manual,Front,04-May,0,2,2.2,1.0
486,16621,1172,MERCEDES-BENZ,2011,Sedan,0,Diesel,119379,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
487,314,1017,MERCEDES-BENZ,2017,Sedan,0,Petrol,26802,4.0,Automatic,Rear,04-May,0,12,2.0,0.0
488,16000,0,FORD,2014,Hatchback,1,Hybrid,272000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
489,11917,530,HYUNDAI,2013,Sedan,0,Petrol,31691,4.0,Automatic,Front,04-May,0,4,1.6,0.0
490,13485,1018,BMW,2011,Sedan,0,Petrol,120000,6.0,Tiptronic,4x4,04-May,0,12,3.0,0.0
493,5175,0,MERCEDES-BENZ,1998,Sedan,0,CNG,0,4.0,Automatic,Rear,04-May,1,2,2.4,0.0
494,15367,0,FORD,2014,Sedan,0,LPG,290000,6.0,Automatic,4x4,04-May,0,8,3.7,0.0
495,15994,0,HYUNDAI,2011,Hatchback,1,Petrol,73600,4.0,Manual,Front,02-Mar,0,6,1.6,0.0
496,11917,641,CHEVROLET,2012,Jeep,0,Diesel,79749,4.0,Automatic,Front,04-May,0,4,2.0,0.0
498,1568,749,CHEVROLET,2014,Jeep,0,Petrol,251514,4.0,Automatic,Front,04-May,0,12,2.4,0.0
500,13808,891,HYUNDAI,2016,Sedan,0,LPG,38206,4.0,Automatic,Front,04-May,0,4,2.0,0.0
